2025-05-09 14:32:28 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:43:12 | 环境变量检测 | 未检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-18 01:43:12 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-18 01:43:12 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:43:12 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:41 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:41 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:41 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:41 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:41 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 01:44:41 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 01:44:41 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 01:44:41 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:47 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:47 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:47 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:47 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:44:47 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 01:44:47 | 虚拟化环境检测 | 检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-18 01:44:47 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-18 01:44:47 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:54:07 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:54:07 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:54:07 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:54:07 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 01:54:07 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 01:54:07 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 01:54:07 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 01:54:07 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:07:02 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:07:02 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:07:02 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:07:02 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:07:02 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:07:02 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:07:02 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:07:02 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:07:02 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:07:02 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:07:02 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:07:02 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:08:56 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:08:56 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:08:56 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:08:56 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:08:56 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:08:56 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:08:56 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:08:56 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:08:56 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:08:56 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:08:56 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:08:56 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:12:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:12:15 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:12:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:12:15 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:12:15 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:12:16 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:12:16 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:12:16 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:12:16 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:12:16 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:12:16 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:12:16 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:16:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:16:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:16:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:16:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:16:57 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:16:57 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:16:57 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:16:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:16:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:16:57 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:16:57 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:16:57 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:19:14 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:14 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:14 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:14 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:14 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:19:14 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:19:14 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:19:14 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:19:57 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:19:57 | 虚拟化环境检测 | 检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-18 02:19:57 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-18 02:19:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:11 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:11 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:11 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:11 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:11 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:20:11 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:20:11 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:20:11 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:38 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:38 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:38 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:38 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:38 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:20:38 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:20:38 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:20:38 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:20:38 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:21:31 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:21:31 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:21:31 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:21:31 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:21:31 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:21:31 | 虚拟化环境检测 | 检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-18 02:21:31 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-18 02:21:31 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:22:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:22:15 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:22:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:22:15 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-18 02:22:15 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:22:15 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-18 02:22:15 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-18 02:22:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:22:48 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:22:48 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:22:48 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:22:48 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:22:48 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:22:48 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:22:48 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:22:48 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:28 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:28 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:28 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:28 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:28 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:28 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:28 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:32:28 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:28 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:28 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:28 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:28 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:32:32 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:32 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:32 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:32 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:32 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:32 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:32 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:32:32 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:32 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:32 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:32 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:32 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:32:50 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:50 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:50 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:50 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:50 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:50 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:50 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:32:50 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:50 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:32:50 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:50 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:32:50 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:33:27 | TracerPid检测 | 检测到调试器 | 置信度: 100% | 可靠性: 高
2025-05-22 20:33:27 | 警告: 检测到调试器! 置信度: 100% | 检测方法: TracerPid检测
2025-05-22 20:33:27 | TracerPid检测 | 检测到调试器 | 置信度: 100% | 可靠性: 高
2025-05-22 20:33:27 | 警告: 检测到调试器! 置信度: 100% | 检测方法: TracerPid检测
2025-05-22 20:34:40 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:34:40 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:34:40 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:34:40 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:34:40 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:34:40 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:34:40 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:34:40 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:34:40 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:34:40 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:34:40 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:34:40 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:35:01 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:35:01 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:35:01 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:35:01 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:35:01 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:35:01 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:35:01 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:35:01 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:35:01 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:35:01 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:35:01 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:35:01 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:36:53 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:36:53 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:36:53 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:36:53 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:36:53 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:36:53 | 虚拟化环境检测 | 检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-22 20:36:53 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-22 20:36:53 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:36:53 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:36:53 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:36:53 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:36:53 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:37:23 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:23 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:23 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:23 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:23 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:23 | 虚拟化环境检测 | 检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-22 20:37:23 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-22 20:37:23 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:23 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:23 | 进程等待通道检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:23 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:23 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:37:35 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:35 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:35 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:35 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:35 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:35 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:35 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:37:35 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:35 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:35 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:35 | 虚拟化环境检测 | 检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-22 20:37:35 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-22 20:37:45 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:45 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:45 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:45 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:37:45 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:45 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:37:45 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:37:45 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:43:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:43:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:43:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:43:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:43:57 | 虚拟化环境检测 | 检测到调试器 | 置信度: 26% | 可靠性: 中
2025-05-22 20:43:57 | 进程等待通道检测 | 未检测到调试器 | 置信度: 13% | 可靠性: 中
2025-05-22 20:43:57 | 执行时间检测 | 未检测到调试器 | 置信度: 12% | 可靠性: 低
2025-05-22 20:43:57 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:43:57 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:43:57 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:43:57 | 环境变量检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:43:57 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:44:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:44:15 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:44:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:44:15 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 20:44:15 | 进程状态检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:44:15 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 20:44:15 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 20:44:15 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:07:44 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:07:44 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:07:44 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:07:44 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:07:44 | 内存映射检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 21:07:44 | 父进程检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 中
2025-05-22 21:07:44 | 执行时间检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 低
2025-05-22 21:07:44 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:13:32 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:13:32 | PTRACE检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
2025-05-22 21:13:32 | TracerPid检测 | 未检测到调试器 | 置信度: 0% | 可靠性: 高
